path,filename,extension,is_raw,has_pair,date_time_original,camera_make,camera_model,lens_model,iso,f_number,shutter_speed,focal_length,sharpness_score,exposure_score,noise_score,composition_score,aesthetic_score,total_score,faces,burst_group,burst_size,burst_rank,burst_keep
archive\DSC00884.JPG,DSC00884.JPG,jpg,false,true,2026:07:19 14:00:40,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,55,20.4,97.0,48.4,60.0,60.0,51.8,0,5,2,2,true
archive\DSC00885.ARW,DSC00885.ARW,arw,true,true,2026:07:19 14:00:41,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,55,19.8,97.6,50.4,60.0,60.0,52.0,0,5,2,1,true
archive\DSC00885.JPG,DSC00885.JPG,jpg,false,true,2026:07:19 14:00:41,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,55,19.8,97.6,50.4,60.0,60.0,52.0,0,5,2,1,true
archive\DSC00887.ARW,DSC00887.ARW,arw,true,true,2026:07:19 14:00:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,19.9,96.3,56.9,60.0,60.0,52.8,0,6,1,1,true
archive\DSC00887.JPG,DSC00887.JPG,jpg,false,true,2026:07:19 14:00:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,19.9,96.3,56.9,60.0,60.0,52.8,0,6,1,1,true
archive\DSC00888.ARW,DSC00888.ARW,arw,true,true,2026:07:19 14:00:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,19.3,96.9,56.9,60.0,60.0,52.6,0,6,1,1,true
archive\DSC00888.JPG,DSC00888.JPG,jpg,false,true,2026:07:19 14:00:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,19.3,96.9,56.9,60.0,60.0,52.6,0,6,1,1,true
archive\DSC00889.ARW,DSC00889.ARW,arw,true,true,2026:07:19 14:00:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,17.2,99.9,49.4,60.0,60.0,51.4,0,0,,,
archive\DSC00889.JPG,DSC00889.JPG,jpg,false,true,2026:07:19 14:00:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4.5,1/125,70,17.2,99.9,49.4,60.0,60.0,51.4,0,0,,,
archive\DSC00890.ARW,DSC00890.ARW,arw,true,true,2026:07:19 14:02:28,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,66.3,89.4,46.9,60.0,60.0,66.1,0,0,,,
archive\DSC00890.JPG,DSC00890.JPG,jpg,false,true,2026:07:19 14:02:28,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,66.3,89.4,46.9,60.0,60.0,66.1,0,0,,,
archive\DSC00891.ARW,DSC00891.ARW,arw,true,true,2026:07:19 14:02:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,71.7,88.0,50.1,60.0,60.0,68.2,0,0,,,
archive\DSC00891.JPG,DSC00891.JPG,jpg,false,true,2026:07:19 14:02:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,71.7,88.0,50.1,60.0,60.0,68.2,0,0,,,
archive\DSC00892.ARW,DSC00892.ARW,arw,true,true,2026:07:19 14:02:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,67.1,90.8,44.5,60.0,60.0,66.3,0,0,,,
archive\DSC00892.JPG,DSC00892.JPG,jpg,false,true,2026:07:19 14:02:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,4.5,1/125,25,67.1,90.8,44.5,60.0,60.0,66.3,0,0,,,
archive\DSC00893.ARW,DSC00893.ARW,arw,true,true,2026:07:19 14:02:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,4.5,1/125,25,68.5,92.7,43.5,60.0,60.0,67.1,0,0,,,
archive\DSC00893.JPG,DSC00893.JPG,jpg,false,true,2026:07:19 14:02:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,4.5,1/125,25,68.5,92.7,43.5,60.0,60.0,67.1,0,0,,,
archive\DSC00894.ARW,DSC00894.ARW,arw,true,true,2026:07:19 14:17:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,47.7,93.2,55.0,60.0,60.0,61.6,0,0,,,
archive\DSC00894.JPG,DSC00894.JPG,jpg,false,true,2026:07:19 14:17:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,47.7,93.2,55.0,60.0,60.0,61.6,0,0,,,
archive\DSC00895.ARW,DSC00895.ARW,arw,true,true,2026:07:19 14:17:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,48.7,92.2,51.1,60.0,60.0,61.2,0,13,2,2,true
archive\DSC00895.JPG,DSC00895.JPG,jpg,false,true,2026:07:19 14:17:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,48.7,92.2,51.1,60.0,60.0,61.2,0,13,2,2,true
archive\DSC00896.ARW,DSC00896.ARW,arw,true,true,2026:07:19 14:17:47,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,50.3,92.3,52.5,60.0,60.0,62.0,0,13,2,1,true
archive\DSC00896.JPG,DSC00896.JPG,jpg,false,true,2026:07:19 14:17:47,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4.5,1/125,25,50.3,92.3,52.5,60.0,60.0,62.0,0,13,2,1,true
archive\DSC00897.ARW,DSC00897.ARW,arw,true,true,2026:07:19 14:21:39,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/80,63,85.2,19.5,90.4,60.0,60.0,65.3,0,0,,,
archive\DSC00897.JPG,DSC00897.JPG,jpg,false,true,2026:07:19 14:21:39,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/80,63,85.2,19.5,90.4,60.0,60.0,65.3,0,0,,,
archive\DSC00898.ARW,DSC00898.ARW,arw,true,true,2026:07:19 14:22:09,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/80,70,88.3,17.0,87.8,60.0,60.0,65.5,0,0,,,
archive\DSC00898.JPG,DSC00898.JPG,jpg,false,true,2026:07:19 14:22:09,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/80,70,88.3,17.0,87.8,60.0,60.0,65.5,0,0,,,
archive\DSC00899.ARW,DSC00899.ARW,arw,true,true,2026:07:19 14:22:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,320,2.8,1/80,70,82.3,26.7,87.6,60.0,60.0,65.3,0,16,2,1,true
archive\DSC00899.JPG,DSC00899.JPG,jpg,false,true,2026:07:19 14:22:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,320,2.8,1/80,70,82.3,26.7,87.6,60.0,60.0,65.3,0,16,2,1,true
archive\DSC00900.ARW,DSC00900.ARW,arw,true,true,2026:07:19 14:22:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,320,2.8,1/80,70,81.9,27.6,86.9,60.0,60.0,65.2,0,16,2,2,true
archive\DSC00900.JPG,DSC00900.JPG,jpg,false,true,2026:07:19 14:22:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,320,2.8,1/80,70,81.9,27.6,86.9,60.0,60.0,65.2,0,16,2,2,true
archive\DSC00901.ARW,DSC00901.ARW,arw,true,true,2026:07:19 15:22:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,3.5,1/125,28,42.2,55.7,47.6,60.0,60.0,51.1,0,0,,,
archive\DSC00901.JPG,DSC00901.JPG,jpg,false,true,2026:07:19 15:22:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,3.5,1/125,28,42.2,55.7,47.6,60.0,60.0,51.1,0,0,,,
archive\DSC00902.ARW,DSC00902.ARW,arw,true,true,2026:07:19 15:26:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,2.8,1/125,29,43.1,92.3,45.0,60.0,60.0,58.3,0,18,2,1,true
archive\DSC00902.JPG,DSC00902.JPG,jpg,false,true,2026:07:19 15:26:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,2.8,1/125,29,43.1,92.3,45.0,60.0,60.0,58.3,0,18,2,1,true
archive\DSC00903.ARW,DSC00903.ARW,arw,true,true,2026:07:19 15:26:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,2.8,1/125,29,42.4,90.3,38.0,60.0,60.0,56.6,0,18,2,2,true
archive\DSC00903.JPG,DSC00903.JPG,jpg,false,true,2026:07:19 15:26:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,2.8,1/125,29,42.4,90.3,38.0,60.0,60.0,56.6,0,18,2,2,true
archive\DSC00904.ARW,DSC00904.ARW,arw,true,true,2026:07:19 15:27:25,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,2.8,1/125,24,42.7,98.7,44.6,60.0,60.0,59.4,0,0,,,
archive\DSC00904.JPG,DSC00904.JPG,jpg,false,true,2026:07:19 15:27:25,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,2.8,1/125,24,42.7,98.7,44.6,60.0,60.0,59.4,0,0,,,
archive\DSC00906.ARW,DSC00906.ARW,arw,true,true,2026:07:19 15:27:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,3200,5,1/125,25,41.3,99.4,48.8,60.0,60.0,59.7,0,0,,,
archive\DSC00906.JPG,DSC00906.JPG,jpg,false,true,2026:07:19 15:27:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,3200,5,1/125,25,41.3,99.4,48.8,60.0,60.0,59.7,0,0,,,
archive\DSC00910.ARW,DSC00910.ARW,arw,true,true,2026:07:19 15:30:38,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,3200,5,1/320,28,46.2,33.2,69.1,60.0,60.0,51.2,0,0,,,
archive\DSC00910.JPG,DSC00910.JPG,jpg,false,true,2026:07:19 15:30:38,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,3200,5,1/320,28,46.2,33.2,69.1,60.0,60.0,51.2,0,0,,,
archive\DSC00911.ARW,DSC00911.ARW,arw,true,true,2026:07:19 15:30:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,2500,3.2,1/320,28,41.0,63.7,59.4,60.0,60.0,54.0,0,22,2,1,true
archive\DSC00911.JPG,DSC00911.JPG,jpg,false,true,2026:07:19 15:30:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,2500,3.2,1/320,28,41.0,63.7,59.4,60.0,60.0,54.0,0,22,2,1,true
archive\DSC00912.ARW,DSC00912.ARW,arw,true,true,2026:07:19 15:30:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,2500,3.2,1/320,28,41.0,63.2,58.8,60.0,60.0,53.8,0,22,2,2,true
archive\DSC00912.JPG,DSC00912.JPG,jpg,false,true,2026:07:19 15:30:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,2500,3.2,1/320,28,41.0,63.2,58.8,60.0,60.0,53.8,0,22,2,2,true
archive\DSC00913.ARW,DSC00913.ARW,arw,true,true,2026:07:19 15:38:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,2.8,1/250,32,42.1,95.4,55.2,60.0,60.0,60.1,0,0,,,
archive\DSC00913.JPG,DSC00913.JPG,jpg,false,true,2026:07:19 15:38:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,2.8,1/250,32,42.1,95.4,55.2,60.0,60.0,60.1,0,0,,,
archive\DSC00914.ARW,DSC00914.ARW,arw,true,true,2026:07:19 15:38:18,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,2.8,1/250,32,40.4,97.5,54.6,60.0,60.0,59.8,0,0,,,
archive\DSC00914.JPG,DSC00914.JPG,jpg,false,true,2026:07:19 15:38:18,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,2.8,1/250,32,40.4,97.5,54.6,60.0,60.0,59.8,0,0,,,
archive\DSC00916.ARW,DSC00916.ARW,arw,true,true,2026:07:19 15:48:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,47.5,96.0,48.9,60.0,60.0,61.2,0,25,2,1,true
archive\DSC00916.JPG,DSC00916.JPG,jpg,false,true,2026:07:19 15:48:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,47.5,96.0,48.9,60.0,60.0,61.2,0,25,2,1,true
archive\DSC00917.ARW,DSC00917.ARW,arw,true,true,2026:07:19 15:48:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,47.6,95.8,49.5,60.0,60.0,61.2,0,25,2,2,true
archive\DSC00917.JPG,DSC00917.JPG,jpg,false,true,2026:07:19 15:48:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,47.6,95.8,49.5,60.0,60.0,61.2,0,25,2,2,true
archive\DSC00918.ARW,DSC00918.ARW,arw,true,true,2026:07:19 15:48:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,46.1,94.8,50.3,60.0,60.0,60.6,0,26,2,2,true
archive\DSC00918.JPG,DSC00918.JPG,jpg,false,true,2026:07:19 15:48:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,46.1,94.8,50.3,60.0,60.0,60.6,0,26,2,2,true
archive\DSC00919.ARW,DSC00919.ARW,arw,true,true,2026:07:19 15:48:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,46.3,95.0,50.7,60.0,60.0,60.8,0,26,2,1,true
archive\DSC00919.JPG,DSC00919.JPG,jpg,false,true,2026:07:19 15:48:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,30,46.3,95.0,50.7,60.0,60.0,60.8,0,26,2,1,true
archive\DSC00920.ARW,DSC00920.ARW,arw,true,true,2026:07:19 15:49:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,46.5,78.9,75.2,60.0,60.0,61.3,0,27,3,2,true
archive\DSC00920.JPG,DSC00920.JPG,jpg,false,true,2026:07:19 15:49:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,46.5,78.9,75.2,60.0,60.0,61.3,0,27,3,2,true
archive\DSC00921.ARW,DSC00921.ARW,arw,true,true,2026:07:19 15:49:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,47.2,78.0,75.3,60.0,60.0,61.4,0,27,3,1,true
archive\DSC00921.JPG,DSC00921.JPG,jpg,false,true,2026:07:19 15:49:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,47.2,78.0,75.3,60.0,60.0,61.4,0,27,3,1,true
archive\DSC00922.ARW,DSC00922.ARW,arw,true,true,2026:07:19 15:49:14,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,45.3,78.0,76.2,60.0,60.0,60.9,0,27,3,3,false
archive\DSC00922.JPG,DSC00922.JPG,jpg,false,true,2026:07:19 15:49:14,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,30,45.3,78.0,76.2,60.0,60.0,60.9,0,27,3,3,false
archive\DSC00923.ARW,DSC00923.ARW,arw,true,true,2026:07:19 15:50:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,34,54.3,90.6,40.8,60.0,60.0,61.2,0,0,,,
archive\DSC00923.JPG,DSC00923.JPG,jpg,false,true,2026:07:19 15:50:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,34,54.3,90.6,40.8,60.0,60.0,61.2,0,0,,,
archive\DSC00925.ARW,DSC00925.ARW,arw,true,true,2026:07:19 15:51:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,28,48.0,75.8,76.1,60.0,60.0,61.4,0,29,2,2,true
archive\DSC00925.JPG,DSC00925.JPG,jpg,false,true,2026:07:19 15:51:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,28,48.0,75.8,76.1,60.0,60.0,61.4,0,29,2,2,true
archive\DSC00926.ARW,DSC00926.ARW,arw,true,true,2026:07:19 15:51:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,28,48.4,76.6,76.8,60.0,60.0,61.8,0,29,2,1,true
archive\DSC00926.JPG,DSC00926.JPG,jpg,false,true,2026:07:19 15:51:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,28,48.4,76.6,76.8,60.0,60.0,61.8,0,29,2,1,true
archive\DSC00927.ARW,DSC00927.ARW,arw,true,true,2026:07:19 15:53:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,26,70.7,44.3,57.9,60.0,60.0,60.3,0,30,2,1,true
archive\DSC00927.JPG,DSC00927.JPG,jpg,false,true,2026:07:19 15:53:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,26,70.7,44.3,57.9,60.0,60.0,60.3,0,30,2,1,true
archive\DSC00928.ARW,DSC00928.ARW,arw,true,true,2026:07:19 15:53:44,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,26,69.0,43.9,59.5,60.0,60.0,59.9,0,30,2,2,true
archive\DSC00928.JPG,DSC00928.JPG,jpg,false,true,2026:07:19 15:53:44,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,4,1/250,26,69.0,43.9,59.5,60.0,60.0,59.9,0,30,2,2,true
archive\DSC00929.ARW,DSC00929.ARW,arw,true,true,2026:07:19 15:53:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,26,65.2,73.1,50.0,60.0,60.0,63.0,0,0,,,
archive\DSC00929.JPG,DSC00929.JPG,jpg,false,true,2026:07:19 15:53:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,26,65.2,73.1,50.0,60.0,60.0,63.0,0,0,,,
archive\DSC00930.ARW,DSC00930.ARW,arw,true,true,2026:07:19 15:54:56,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/250,30,43.1,40.7,69.2,60.0,60.0,51.6,0,32,2,1,true
archive\DSC00930.JPG,DSC00930.JPG,jpg,false,true,2026:07:19 15:54:56,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/250,30,43.1,40.7,69.2,60.0,60.0,51.6,0,32,2,1,true
archive\DSC00931.ARW,DSC00931.ARW,arw,true,true,2026:07:19 15:54:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/250,30,42.6,40.4,69.1,60.0,60.0,51.3,0,32,2,2,true
archive\DSC00931.JPG,DSC00931.JPG,jpg,false,true,2026:07:19 15:54:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/250,30,42.6,40.4,69.1,60.0,60.0,51.3,0,32,2,2,true
archive\DSC00934.ARW,DSC00934.ARW,arw,true,true,2026:07:19 15:55:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,56.2,37.9,63.3,60.0,60.0,54.8,0,0,,,
archive\DSC00934.JPG,DSC00934.JPG,jpg,false,true,2026:07:19 15:55:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,56.2,37.9,63.3,60.0,60.0,54.8,0,0,,,
archive\DSC00936.ARW,DSC00936.ARW,arw,true,true,2026:07:19 15:55:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,51.6,37.7,57.8,60.0,60.0,52.3,0,34,2,2,true
archive\DSC00936.JPG,DSC00936.JPG,jpg,false,true,2026:07:19 15:55:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,51.6,37.7,57.8,60.0,60.0,52.3,0,34,2,2,true
archive\DSC00937.ARW,DSC00937.ARW,arw,true,true,2026:07:19 15:55:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,52.9,36.5,58.8,60.0,60.0,52.6,0,34,2,1,true
archive\DSC00937.JPG,DSC00937.JPG,jpg,false,true,2026:07:19 15:55:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,34,52.9,36.5,58.8,60.0,60.0,52.6,0,34,2,1,true
archive\DSC00938.ARW,DSC00938.ARW,arw,true,true,2026:07:19 15:58:17,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,39.0,33.6,84.7,60.0,60.0,51.1,0,0,,,
archive\DSC00938.JPG,DSC00938.JPG,jpg,false,true,2026:07:19 15:58:17,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,39.0,33.6,84.7,60.0,60.0,51.1,0,0,,,
archive\DSC00940.ARW,DSC00940.ARW,arw,true,true,2026:07:19 16:03:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,35,35.8,43.3,82.1,60.0,60.0,51.5,0,36,2,1,true
archive\DSC00940.JPG,DSC00940.JPG,jpg,false,true,2026:07:19 16:03:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,35,35.8,43.3,82.1,60.0,60.0,51.5,0,36,2,1,true
archive\DSC00941.ARW,DSC00941.ARW,arw,true,true,2026:07:19 16:03:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,35,35.2,43.3,82.6,60.0,60.0,51.4,0,36,2,2,true
archive\DSC00941.JPG,DSC00941.JPG,jpg,false,true,2026:07:19 16:03:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,4,1/250,35,35.2,43.3,82.6,60.0,60.0,51.4,0,36,2,2,true
archive\DSC00942.ARW,DSC00942.ARW,arw,true,true,2026:07:19 16:03:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,28,55.3,67.6,50.4,60.0,60.0,58.4,0,37,2,2,true
archive\DSC00942.JPG,DSC00942.JPG,jpg,false,true,2026:07:19 16:03:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,28,55.3,67.6,50.4,60.0,60.0,58.4,0,37,2,2,true
archive\DSC00943.ARW,DSC00943.ARW,arw,true,true,2026:07:19 16:03:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,28,55.3,69.1,48.7,60.0,60.0,58.5,0,37,2,1,true
archive\DSC00943.JPG,DSC00943.JPG,jpg,false,true,2026:07:19 16:03:45,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,28,55.3,69.1,48.7,60.0,60.0,58.5,0,37,2,1,true
archive\DSC00944.ARW,DSC00944.ARW,arw,true,true,2026:07:19 16:04:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,35,37.3,76.7,68.2,60.0,60.0,56.6,0,38,2,2,true
archive\DSC00944.JPG,DSC00944.JPG,jpg,false,true,2026:07:19 16:04:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,35,37.3,76.7,68.2,60.0,60.0,56.6,0,38,2,2,true
archive\DSC00945.ARW,DSC00945.ARW,arw,true,true,2026:07:19 16:04:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,35,37.7,77.5,67.8,60.0,60.0,56.9,0,38,2,1,true
archive\DSC00945.JPG,DSC00945.JPG,jpg,false,true,2026:07:19 16:04:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,35,37.7,77.5,67.8,60.0,60.0,56.9,0,38,2,1,true
archive\DSC00946.ARW,DSC00946.ARW,arw,true,true,2026:07:19 16:04:55,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,31,41.6,84.0,54.4,60.0,60.0,57.5,0,0,,,
archive\DSC00946.JPG,DSC00946.JPG,jpg,false,true,2026:07:19 16:04:55,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,31,41.6,84.0,54.4,60.0,60.0,57.5,0,0,,,
archive\DSC00947.ARW,DSC00947.ARW,arw,true,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,39.0,82.1,56.2,60.0,60.0,56.5,0,40,2,2,true
archive\DSC00947.JPG,DSC00947.JPG,jpg,false,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,39.0,82.1,56.2,60.0,60.0,56.5,0,40,2,2,true
